,Link,Occurred,City,State,Country,Shape,Summary,Reported,Posted,Media
4921,Open,06/20/1972 05:30,Pocono Mts.,PA,USA,Light,I was pulled off the road(rt.80). Fighting sleep what i saw was as in a dream. I was pulled from the cab of my truck. Bright light all ,11/28/1999,11/30/1999,
4922,Open,06/14/1972 22:15,Allentown,PA,USA,Chevron,pink glowing boomerang[ufo]? seen moving across night sky.,09/02/2007,10/08/2007,
4923,Open,09/30/1971 07:30,St. Marys,PA,USA,Cigar,"Cigar shaped object in the sky, hovering, not moving at all.",08/21/2005,09/02/2005,
4924,Open,07/25/1971 00:00,Allentown,PA,USA,Light,"((HOAX??))  floating,glowing torus of light seen in neighboring yard.",09/02/2007,10/08/2007,
4925,Open,05/21/1971 18:00,Kennett Square,PA,USA,Disk,"after making incredible aerial manuevers, the object merged with 2 other objects and sped off",04/10/2004,04/27/2004,
4926,Open,05/20/1971 01:00,Drexel Hill,PA,USA,Cylinder,"May 1971(approximately 1-2am) Clear skies.

I was 12 years old when I snuck out of my house and went to a local park. as I walked to",01/10/2020,01/31/2020,
4927,Open,02/05/1971 18:45,Conshohocken,PA,USA,Circle,"Very large circular craft with engine problem, descends, stabilizes,restores engines and tests them.",03/16/2001,03/16/2001,
4928,Open,09/20/1970 20:00,Russellton,PA,USA,Triangle,4 Sided UFO with Lights spotted in Russellton in the Summer  of 1970,01/20/2008,01/21/2008,
4929,Open,09/07/1970 23:11,Pittsburgh,PA,USA,Disk,Saucer shaped object with orange lights.,02/03/2014,02/07/2014,
4930,Open,06/30/1970 20:00,South-central PA (a field outside small town),PA,USA,Cone,The plane crash that wasn't a plane or a crash at all.,12/29/2012,02/04/2013,
4931,Open,05/20/1970 23:30,Reading,PA,USA,Triangle,"We saw this HUGE tringular craft with lights on each corner when I was 16, as it hoovered above us",07/26/2001,08/05/2001,
4932,Open,03/12/1970 03:00,Monessen,PA,USA,Cylinder,Probe Flourescent Bulb Sized Object.,04/10/2013,05/15/2013,
4933,Open,10/25/1969 06:00,Erie,PA,USA,Circle,bright circular object along Lake Erie,01/12/2006,02/14/2006,
4934,Open,08/15/1969 02:00,Johnstown,PA,USA,Triangle,"WHAT I SAW WAS MUCH LIKE THE SIGHTING IN MILLSTADT, ILL...ONLY ALL I COULD MAKE OUT WAS THE MOVING LIGHT FORMATION..SLOWLY  MOVING HORO",01/20/2000,04/28/2001,
4935,Open,08/01/1969 21:00,New Castle,PA,USA,Oval,"This was in 1969 and I was only 16. There were eight of my family and friend that witnessed this event.

 500 Lights On Object0: Yes",06/21/2012,07/04/2012,
4936,Open,07/25/1969 00:00,Hawley,PA,USA,Circle,Object moved slowly across tree tops and made sound.,01/27/2004,01/31/2004,
4937,Open,07/11/1969 21:00,Whitemarsh,PA,USA,Fireball,"Three minutes hovering silent, orange-red fireball 10 feet across 400 feet high and the vanished",05/08/2009,05/12/2009,
4938,Open,07/10/1969 21:00,Upper Dublin,PA,USA,Sphere,Orange sphere about 100' across moving on Susquehanna Rd. just above the trees.,03/13/2008,03/31/2008,
4939,Open,07/04/1969 01:30,Philadelphia,PA,USA,Sphere,Strange globe sighting--1969.,09/27/2019,10/04/2019,
4940,Open,07/01/1969 21:00,New Castle,PA,USA,Disk,It was July 1969 on a clear summer evening in a rural area in western Pennsylvania. I was 16 years old and my brother was about 7. We d,07/30/2019,08/23/2019,
4941,Open,06/15/1969 19:00,Altoona,PA,USA,Other,Space ship hovered with colored lights going around not flashing just circling the ship,05/18/2011,05/29/2011,
4942,Open,01/08/1969 21:30,Pittsburgh,PA,USA,Other,"Flat black color, 6-legged, toy jack shaped, basketball-sized object on the ground melting snow in a squall",11/09/2013,11/11/2013,
4943,Open,01/01/1969 10:00,Greensburg,PA,USA,Unknown,Possible contact with Visitor as a child,05/12/2003,05/13/2003,
4944,Open,10/20/1968 19:00,Bullskin,PA,USA,Circle,DISK  ANGELD  ITSELF PERFECT TO THE PITCH OF ROOF AND MADE NO SOUND ALSO HOW IT COULD HOVER SO CLOSE TO THE HOUSE,02/06/2001,02/18/2001,
4945,Open,08/15/1968 15:00,Church Hill,PA,USA,Sphere,Silver sphere flew overhead at high altitude with two delta-wing fighters in pursuit.,02/22/1999,04/02/1999,
4946,Open,08/15/1968 12:00,Sewickley,PA,USA,Cigar,"Stationary high altitude, airliner sized wingless cigar shape",04/20/2010,05/12/2010,
4947,Open,07/01/1968 19:00,New Castle,PA,USA,Disk,Three types of UFOs in the summer of 1968 in Western PA.,09/14/2000,09/17/2000,
4948,Open,06/20/1968 19:00,York,PA,USA,Egg,Egg shaped object lit-up like the moon.,04/25/2006,05/15/2006,
4949,Open,06/15/1968 20:00,Allentown,PA,USA,Sphere,Craft and Crew sighted,06/15/2008,07/05/2008,
4950,Open,06/15/1968 20:00,Pittsburgh,PA,USA,Light,"Bright object observed hovering over a radar site by pilots, Air Force officers and tower personnel.",08/22/2005,09/02/2005,
4951,Open,06/06/1968 23:00,State College,PA,USA,Oval,"Bright, oval object twice size of home low to ground.",04/03/2013,04/12/2013,
4952,Open,06/01/1968 17:00,Corry,PA,USA,Fireball,"Observed pink/orange glowing ball ""bouncing"" along railroad tracks for length of @ 2 city blocks, then shoot straight up and disappear ",04/21/1999,04/26/1999,
4953,Open,04/19/1968 16:00,New Kensington,PA,USA,Circle,Circular Object hovering above the Allegheny River in the Spring of 1968.,08/24/2014,08/29/2014,
4954,Open,10/05/1967 13:00,Harrisburg,PA,USA,Egg,UFO WAS SITTING ON THE GROUND WHEN I GOT OUT OF MY CAR TO SEE WHAT I THOUGHT WAS A CHOPPER WITH IT'S LIGHTS ON.  AS I APPROACHED THE CR,04/26/2021,05/20/2021,
4955,Open,08/22/1967 20:00,Pittsburgh,PA,USA,Circle,i looked up at the stars as it was getting darker. as i did i noticed a small point of light moving high across the sky. as i watched i,02/04/2003,03/21/2003,
4956,Open,08/20/1967 00:00,Poconos,PA,USA,Sphere,Sphere found hovering above camp councilors.,07/01/2018,07/05/2018,
4957,Open,08/15/1967 21:00,West Middlesex,PA,USA,Fireball,"On a hot August night, my mom and I went down to the store for milk. (I was 12).  It was 1967.

Going out our road, my mom judged w",01/20/2017,01/26/2017,
4958,Open,07/15/1967 19:00,Boydstown,PA,USA,Disk,Clear view in daylight,03/26/2004,03/28/2004,
4959,Open,07/15/1967 03:00,Carmichaels,PA,USA,Chevron,"In 1967 our town was celebrating it's bi-centanial, a month long celebration which included several events including a temporary museum",03/30/2004,04/09/2004,
4960,Open,06/30/1967 18:00,Waterford,PA,USA,Sphere,"My mother and her sister, now in their late 50's went to a field together when they were under ten years of age. They lived on farm lan",07/31/2016,08/02/2016,
4961,Open,06/01/1967 23:00,Hyde Park,PA,USA,Other,"Was 12 years old,walking to buddies home it was dark.all sudden bright lights in the sky.Look like satlight maybe one mile above me.To ",01/17/1999,02/16/1999,
4962,Open,12/15/1966 23:00,Phoenixville,PA,USA,Oval,mind blowing speeding discs.,10/29/2007,11/28/2007,
4963,Open,12/15/1966 19:00,Valley Forge,PA,USA,Sphere,Ball decending toward home about 50 yds. away and about 50 ft. high..Son panicked and ran into house thinking it was a plane about to c,07/27/1999,09/13/2002,
4964,Open,07/01/1966 20:00,New Salem,PA,USA,Sphere,"4 adults and 2 children witness spherical object with apparent flame coming from rear, flying across sky in front of them silently.",01/07/2001,02/18/2001,
4965,Open,07/01/1966 19:00,New Salem,PA,USA,Oval,Witnessed oval shaped object with flame in rear.,10/20/2000,12/02/2000,
4966,Open,06/30/1966 17:00,Wayne,PA,USA,Cigar,Rocket-like UFO Seen Flying Over Suburban Philadelphia In Summer of 1966,02/25/2005,04/16/2005,
4967,Open,06/30/1966 00:00,Manor,PA,USA,Oval,Bright light drifts past window and lights up whole room.,04/09/2012,04/18/2012,
4968,Open,06/25/1966 15:00,Philadelphia,PA,USA,Cigar,Brilliantly Lit Cigar Shaped Vessel 40 feet long - Hovered over roofs - looked like surface of The Sun,11/18/2014,11/21/2014,
4969,Open,06/15/1966 19:00,McClellandtown,PA,USA,Disk,"Was driving home on route 21 heading west.  Craft flew over the 4 of us in our truck.  Landed in a field to our right.  We stopped, got",02/24/1998,01/28/1999,
4970,Open,06/15/1966 16:00,Oakdale,PA,USA,Disk,"Mesmerizing daylight, close encounter at Oakdale,PA Army base in summer of 1966, witnessed by at least 100 guys.",03/01/2003,03/21/2003,
4971,Open,06/15/1966 15:00,Reading,PA,USA,Sphere,huge molten sphere with liquid surface blending colors. Moving approx. 120 mph south to north. maybe 5000 feet. seen by six people,03/16/2009,03/19/2009,
4972,Open,06/01/1966 22:00,Conshohocken,PA,USA,Disk,Gun metal grey disk shaped craft seen at 50-60 ft. above the ground,06/11/2005,06/20/2005,
4973,Open,06/01/1966 21:00,Oil City (near),PA,USA,Sphere,"3 spheres, 3 colors, doing figure eight in sky. Stoped car race. everyone saw, no one remembers ? Has anyone else seen this ?",03/20/2012,04/18/2012,
4974,Open,06/01/1966 12:00,Punxsutawney,PA,USA,Unknown,"What I’m describing took place in the mid 1960’s or a little after that. These are the events that I remember, as time may have clouded",03/28/2013,04/12/2013,
4975,Open,04/25/1966 20:25,Reading,PA,USA,Other,There is not one doubt in my mind as to what it was that I saw. I am an electronic (Retired) technician and know what I am talking abou,09/25/2005,10/11/2005,
4976,Open,12/24/1965 01:00,Davidsville,PA,USA,Light,I personally witnessed this sighting while hitchhiking back home while in the Navy.  It was a clear night while walking within 4 miles,10/11/2005,10/20/2005,
4977,Open,12/09/1965 00:00,Pittsburgh,PA,USA,Unknown,HBCCUFO CANADIAN REPORT:  I Saw The Kecksberg UFO!,10/26/2003,10/31/2003,
4978,Open,12/09/1965 00:00,Newtown Square,PA,USA,Fireball,DEC 1965  NEWTOWN SQUARE PENN   FLAMING BURNING OBJECT   MOVING ACROSS THE SKY VERY LOW AND SLOW,05/21/2006,07/16/2006,
4979,Open,10/14/1965 22:00,South Huntington,PA,USA,Disk,Disc with orange/yellow lights.,09/28/2016,09/30/2016,
4980,Open,10/12/1965 13:00,Pittsburgh,PA,USA,Disk,Low UFO sliding out of a cloud into clear blue sky.,01/22/2008,02/14/2008,
4981,Open,10/12/1965 12:00,Pittsburgh,PA,USA,Circle,Saucer observed about 500 feet up moving into clear blue sky and flying square corners.,07/15/2007,08/07/2007,
4982,Open,10/02/1965 22:00,Pittsburgh,PA,USA,Disk,Like something I had never seen at the time or have ever seen again!,10/19/2005,10/20/2005,
4983,Open,10/01/1965 21:00,Dushore,PA,USA,Disk,It could move very slowly or very quickly but either way it moved without making any noise.,03/06/2005,04/16/2005,
4984,Open,09/19/1965 18:00,Dubois,PA,USA,Disk,huge disk/saucer with blinking lights.,04/03/2020,04/09/2020,
4985,Open,09/15/1965 20:00,Titusville,PA,USA,Triangle,Man recalls back in the 1960's of three trangular shaped objects moving northwest over his hometown toward Lake Erie in the night sky.,09/22/2000,12/02/2000,
4986,Open,09/10/1965 00:00,New Kensington,PA,USA,Cigar,Ufo over filled stadium,11/09/2003,11/11/2003,
4987,Open,08/02/1965 01:42,Pittsburgh,PA,USA,Oval,Transluscent Orb (Orange/Yellow/White with a clear light in center) streaked above my house from West to East,08/01/2003,08/04/2003,
4988,Open,07/20/1965 19:00,Harrisburg,PA,USA,Oval,I'm not sure of the exact date.,11/14/2007,11/28/2007,
4989,Open,06/25/1965 15:00,Philadelphia,PA,USA,Cigar,"A cylinder shaped vessel decended then hovered. It was the size of a bus but larger in diameter. The craft had no wings, windows, tail,",09/30/1999,10/02/1999,
4990,Open,06/25/1965 15:00,Philadelphia,PA,USA,Cigar,"Cigar-shaped close encounter, brilliantly lit, appeared to be fusion powered like the Sun, size of city bus.",11/13/2014,11/14/2014,
4991,Open,06/15/1965 23:00,Pottstown,PA,USA,Other,saw a yellow plane canopy shape ufo over a neighbors house when i was 10 years old.,10/03/2005,10/11/2005,
4992,Open,06/15/1965 19:00,New Kensington,PA,USA,Disk,3 hours in a UFO.,07/22/2004,07/25/2004,
4993,Open,06/15/1965 12:00,Pittsburgh,PA,USA,Orb,"Eastern Pittsburgh--Bright orange orb, slow-moving.  Blasts east, shortly followed by fighter jets.",01/11/2015,01/16/2015,
4994,Open,06/15/1965 05:00,Bethlehem,PA,USA,Other,Saw large geometrically shaped craft just after sunrise.  ((anonymous report)),03/01/2017,03/10/2017,
4995,Open,05/01/1965 15:30,York County (rural area),PA,USA,Oval,Day light sighting of burniched aluminum sauser,12/20/2003,01/17/2004,
4996,Open,04/28/1965 00:00,Newtown Square,PA,USA,Triangle,"cars stopped, triangular craft on ground, rose up in air,  quiet low humming sound, white light on each corner, in seconds it was gone",02/22/2009,03/19/2009,
4997,Open,04/01/1965 22:30,Nesquehoning,PA,USA,Triangle,"3 lights in a triangle over Nesquehoning, PA; also reported over Shenandoah, PA - April 1, 1965",07/30/2011,08/07/2011,
4998,Open,08/01/1964 15:00,Duquesne,PA,USA,Cigar,"Cigar shaped silver object with varying speeds, no sound heard and many witnesses.",10/14/2002,10/15/2002,
4999,Open,07/08/1964 00:00,,PA,USA,Light,7/8/63 0.00 bright light in the sky duratin 10- sec. no noise,06/30/2007,08/07/2007,
5000,Open,06/01/1964 16:00,Butler,PA,USA,,"NOT A CRAFT,A BEING,ALL BLACK,PONTED HANDS AND FEET/SAW NO EARS OR NOSE/SLIT FOR MOUTH/VERY SMOOTH TEXTURE/SAW IN WOODS WHILE SLEDRIDIN",06/05/1999,06/23/1999,
5001,Open,06/30/1963 00:00,Johnstown,PA,USA,Rectangle,"very large, stealth shaped, as big as a football field. dome  on bottom that rotated. an the dome was iluminated",02/28/2009,03/19/2009,
5002,Open,04/10/1963 00:00,Russellton,PA,USA,Sphere,UFO was seen back in the 1963 near Russellton PA,04/16/2008,06/12/2008,
5003,Open,06/01/1962 12:00,Ellwood City,PA,USA,Disk,"came down never touched ground had mist like around it, about 1 yard wide wide, hovered off ground right where I was sitting for about ",11/29/1998,01/28/1999,
5004,Open,03/31/1962 21:00,Shenandoah,PA,USA,Light,3 lights in formation from the moon,07/28/1999,08/10/1999,
5005,Open,08/05/1961 23:00,Pittsburgh,PA,USA,Sphere,Orange yellow sphere size of small house hovers above trees 50 feet away from young girl on country lane,07/30/2007,08/07/2007,
5006,Open,08/05/1961 21:15,Glenshaw,PA,USA,Disk,"2 scientists, among 7 witnesses see disk hovering approximately 100 feet above neighbor's home then yard.",11/07/2007,11/28/2007,
5007,Open,07/15/1961 11:00,Gettysburg,PA,USA,Cigar,"Rte 30 West, near Belmont Rd. intersection  7/15/61 4 hours Gray metallic cigar craft on Herr property in field below hill",04/04/2004,04/09/2004,
5008,Open,04/01/1961 20:00,Shenandoah,PA,USA,Light,UFOs spotted coming from behind the moon,07/12/2003,07/16/2003,
5009,Open,08/20/1960 21:30,Pittsburgh,PA,USA,Orb,A white sphere 5-7 ft. in diameter was viewed by about 35 people going form a stationary position to high rate of speed.,05/04/2003,05/09/2003,
5010,Open,08/01/1960 12:00,Allentown,PA,USA,Cylinder,Historical color video of major USA event shows presence of UFO,07/18/2003,07/23/2003,
5011,Open,06/30/1960 12:00,Litchfield,PA,USA,Other,"When I was around 10 years old I was going to where my dad was baling hay on top a hill.

My brother Glenn was with me and when we ca",10/21/2007,11/28/2007,
5012,Open,06/10/1960 18:00,Philadelphia,PA,USA,Sphere,"SPHERE 3 TIMES MOON SIZE, WITH MOVING COLORS WITH-IN IT",10/18/2003,10/31/2003,
5013,Open,06/01/1960 13:00,Chadd's Ford,PA,USA,Cylinder,"Fast moving, silent cylinder.",07/30/2012,08/05/2012,
5014,Open,06/30/1959 22:00,Philadelphia,PA,USA,Circle,No sound very smooth movement  flashing different colors then all the same separating then back together,12/06/2012,12/20/2012,
5015,Open,04/26/1959 19:00,Baden,PA,USA,Cylinder,Report from the past - Orangish saucer shaped with black rotating center,02/09/2001,02/18/2001,
5016,Open,08/08/1958 18:00,hermitage,PA,USA,Disk,Brightly lit Saucer hovers above car for a few minutes then disappears.,07/06/2020,07/09/2020,
5017,Open,09/01/1957 20:00,Beaver Co. {Western Pennsylvania; Rte. 288),PA,USA,Cigar,Multiple witness sighting of cigar shaped craft with many colored lights from less than 100 ft. away.,05/23/2016,05/26/2016,
5018,Open,07/15/1957 22:00,Kresgeville,PA,USA,,"As a child, I watched a ""star"" move slowly around other stars for a period of 20 minutes",12/03/2000,12/09/2000,
5019,Open,07/15/1957 14:00,Williamsport,PA,USA,Cigar,"A small, cigar-shaped object entered my field of vision while I was standing on the back porch of second-story apartment building.",04/04/2000,04/15/2000,
5020,Open,12/31/1956 05:45,Skippack,PA,USA,Light,"Out walking my dog at 5:45 AM -- still dark.  Sky was clear and moon was full and low in the west. Looked up in SW sky, saw what appear",02/08/2020,02/13/2020,
5021,Open,06/30/1956 01:00,Willow Grove,PA,USA,Light,"Willow Grove Naval Air Station, PA.",02/28/2005,04/16/2005,
5022,Open,08/06/1955 19:00,Newtown Square,PA,USA,Circle,A round object going from bottom to top of moon in 4 seconds,12/06/2011,12/12/2011,
5023,Open,07/10/1955 12:00,Sproul,PA,USA,Circle,On or about 7/10/1955 I observed a circular gray object on a cloudy day in the sky for a few seconds as the object moved between clouds,08/10/2020,08/20/2020,
5024,Open,06/15/1955 08:00,Youngstown,PA,USA,,In Retrospect...I definately saw a UFO!,02/28/2005,04/16/2005,
